144	44.90474424
145	43.60328847
146	42.31718582
147	41.04712804
148	39.79379737
149	38.55786608
150	37.33999606
151	36.14083845
152	34.9610332
153	33.80120865
154	32.66198122
155	31.54395492
156	30.44772108
157	29.37385791
158	28.32293017
159	27.29548883
160	26.29207069
161	25.31319809
162	24.35937856
163	23.43110452
164	22.52885296
165	21.65308516
166	20.80424639
167	19.98276565
168	19.18905538
169	18.42351124
170	17.68651183
171	16.97841848
172	16.29957502
173	15.65030755
174	15.03092427
175	14.44171527
176	13.88295236
177	13.35488889
178	12.85775959
179	12.39178047
180	11.95714864
181	11.55404218
182	11.18262009
183	10.84302214
184	10.53536882
185	10.25976122
186	10.01628102
187	9.80499042
188	9.625932102
189	9.479129203
190	9.364585312
191	9.282284461
192	9.232191143
193	9.214250336
194	9.228387535
195	9.274508806
196	9.352500844
197	9.462231047
198	9.6035476
199	9.776279572
200	9.980237026
201	10.21521114
202	10.48097434
203	10.77728043
204	11.10386479
205	11.46044447
206	11.84671847
207	12.26236781
208	12.70705585
209	13.18042841
210	13.68211405
211	14.21172427
212	14.76885377
213	15.35308072
214	15.96396699
215	16.60105846
216	17.26388528
217	17.95196217
218	18.66478875
219	19.40184983
220	20.16261572
221	20.9465426
222	21.75307285
223	22.58163538
224	23.431646
225	24.3025078
226	25.1936115
227	26.10433587
228	27.03404806
229	27.98210408
230	28.94784911
231	29.93061799
232	30.92973559
233	31.94451725
234	32.97426922
235	34.01828907
236	35.07586614
237	36.146282
238	37.22881089
239	38.32272018
240	39.42727079
241	40.54171773
242	41.66531051
243	42.7972936
244	43.93690697
245	45.08338649
246	46.23596446
247	47.39387007
248	48.55632989
249	49.72256834
250	50.8918082
251	52.0632711
252	53.23617794
253	54.4097495
254	55.5832068
255	56.75577167
256	57.92666723
257	59.09511833
258	60.26035208
259	61.42159833
260	62.57809013
261	63.72906423
262	64.87376154
263	66.01142762
264	67.14131317
265	68.26267445
266	69.37477378
267	70.47688001
268	71.56826895
269	72.64822384
270	73.7160358
271	74.77100427
272	75.81243744
273	76.8396527
274	77.85197705
275	78.84874755
276	79.8293117
277	80.79302786
278	81.73926567
279	82.66740641
280	83.57684344
281	84.46698251
282	85.3372422
283	86.18705423
284	87.01586386
285	87.82313021
286	88.6083266
287	89.37094089
288	90.11047578
289	90.82644917
290	91.5183944
291	92.18586058
292	92.82841286
293	93.44563272
294	94.03711819
295	94.60248416
296	95.14136256
297	95.65340265
298	96.13827119
299	96.59565267
300	97.02524951
301	97.42678224
302	97.79998969
303	98.14462912
304	98.4604764
305	98.74732616
306	99.00499187
307	99.23330602
308	99.43212016
309	99.60130507
310	99.74075075
311	99.85036656
312	99.93008126
313	99.97984302
314	99.99961952
315	99.98939788
316	99.94918477
317	99.8790063
318	99.77890811
319	99.64895524
320	99.48923218
321	99.29984275
322	99.08091006
323	98.83257645
324	98.55500337
325	98.24837129
326	97.91287961
327	97.5487465
328	97.15620877
329	96.73552174
330	96.28695909
331	95.81081263
332	95.30739219
333	94.77702538
334	94.22005739
335	93.63685079
336	93.02778529
337	92.39325753
338	91.73368077
339	91.04948469
340	90.34111511
341	89.60903368
342	88.85371764
343	88.07565946
344	87.27536659
345	86.45336112
346	85.61017945
347	84.74637192
348	83.86250256
349	82.95914864
350	82.03690034
351	81.09636042
352	80.13814379
353	79.16287713
354	78.17119854
355	77.16375711
356	76.14121248
357	75.10423452
358	74.0535028
359	72.98970626
360	71.91354272
361	70.82571845
362	69.72694775
363	68.6179525
364	67.49946167
365	66.37221093
366	65.23694211
367	64.09440282
368	62.9453459
369	61.79052901
370	60.63071412
371	59.46666706
372	58.29915702
373	57.12895607
374	55.95683868
375	54.78358123
376	53.60996156
377	52.43675841
378	51.264751
379	50.09471851
380	48.92743959
381	47.7636919
382	46.60425158
383	45.4498928
384	44.30138725
385	43.15950369
386	42.02500743
387	40.89865985
388	39.78121798
389	38.67343395
390	37.57605457
391	36.48982084
392	35.4154675
393	34.35372254
394	33.30530679
395	32.27093343
396	31.25130755
397	30.24712571
398	29.25907552
399	28.2878352
400	27.33407311
401	26.39844743
402	25.48160563
403	24.58418415
404	23.70680798
405	22.85009024
406	22.01463181
407	21.20102099
408	20.40983307
409	19.64163
410	18.89696005
411	18.17635742
412	17.48034197
413	16.80941883
414	16.16407813
415	15.54479465
416	14.95202757
417	14.38622013
418	13.84779939
419	13.33717595
420	12.85474367
421	12.40087946
422	11.97594302
423	11.58027661
424	11.21420484
425	10.87803448
426	10.57205423
427	10.29653458
428	10.0517276
429	9.83786683
430	9.655167064
431	9.503824274
432	9.384015458
433	9.295898529
434	9.23961222
435	9.215275991
436	9.222989954
437	9.262834807
438	9.334871784
439	9.439142611
440	9.575669481
441	9.744455036
442	9.945482364
443	10.17871501
444	10.44409698
445	10.7415528
446	11.07098756
447	11.43228694
448	11.82531729
449	12.24992574
450	12.70594028
451	13.19316983
452	13.7114044
453	14.26041522
454	14.83995482
455	15.44975728
456	16.08953831
457	16.75899545
458	17.45780829
459	18.18563862
460	18.94213066
461	19.72691128
462	20.53959024
463	21.37976042
464	22.24699805
465	23.14086303
466	24.06089913
467	25.00663435
468	25.97758115
469	26.97323677
470	27.99308357
471	29.0365893
472	30.10320747
473	31.19237769
474	32.30352598
475	33.43606516
476	34.58939521
477	35.76290363
478	36.95596583
479	38.16794552
480	39.39819507
481	40.64605599
482	41.91085924
483	43.19192574
484	44.48856671
485	45.80008416
486	47.12577128
487	48.46491291
488	49.81678597
489	51.18065991
490	52.55579714
491	53.94145356
492	55.33687893
493	56.7413174
494	58.15400797
495	59.57418491
496	61.00107834
497	62.43391459
498	63.87191676
499	65.3143052
500	66.76029793
