0	100
1	100.9998708
2	101.9989668
3	102.9965135
4	103.9917375
5	104.9838669
6	105.9721316
7	106.9557641
8	107.9339998
9	108.9060774
10	109.8712395
11	110.8287331
12	111.77781
13	112.7177274
14	113.647748
15	114.5671411
16	115.4751824
17	116.3711549
18	117.2543492
19	118.1240639
20	118.9796061
21	119.8202918
22	120.6454464
23	121.4544051
24	122.2465133
25	123.021127
26	123.7776132
27	124.5153503
28	125.2337286
29	125.9321506
30	126.6100314
31	127.2667988
32	127.9018942
33	128.5147726
34	129.1049028
35	129.6717682
36	130.2148668
37	130.7337115
38	131.2278305
39	131.6967677
40	132.1400827
41	132.5573515
42	132.9481663
43	133.3121361
44	133.6488868
45	133.9580616
46	134.2393208
47	134.4923427
48	134.716823
49	134.9124757
50	135.079033
51	135.2162453
52	135.3238817
53	135.4017298
54	135.4495961
55	135.467306
56	135.4547041
57	135.4116539
58	135.3380383
59	135.2337595
60	135.098739
61	134.9329178
62	134.7362564
63	134.5087347
64	134.2503521
65	133.9611277
66	133.6411
67	133.2903269
68	132.9088859
69	132.4968739
70	132.054407
71	131.5816207
72	131.0786699
73	130.5457282
74	129.9829886
75	129.3906626
76	128.7689809
77	128.1181925
78	127.438565
79	126.7303842
80	125.9939542
81	125.2295969
82	124.437652
83	123.6184768
84	122.7724457
85	121.8999504
86	121.0013994
87	120.0772178
88	119.1278469
89	118.1537443
90	117.1553831
91	116.1332522
92	115.0878553
93	114.0197112
94	112.9293534
95	111.8173292
96	110.6842003
97	109.5305414
98	108.3569407
99	107.1639992
100	105.9523303
101	104.7225593
102	103.4753235
103	102.2112712
104	100.9310617
105	99.6353647
106	98.32486
107	97.00023704
108	95.66219443
109	94.31143956
110	92.94868816
111	91.57466382
112	90.19009761
113	88.79572755
114	87.39229818
115	85.98056013
116	84.56126962
117	83.13518798
118	81.70308122
119	80.26571951
120	78.82387673
121	77.37832999
122	75.92985911
123	74.47924619
124	73.02727509
125	71.57473096
126	70.12239973
127	68.67106765
128	67.22152076
129	65.77454446
130	64.33092299
131	62.89143891
132	61.45687269
133	60.02800217
134	58.60560206
135	57.19044354
136	55.7832937
137	54.38491509
138	52.99606525
139	51.61749627
140	50.24995425
141	48.89417891
142	47.55090308
143	46.22085228
